1773603056,7440
1773603057,7500
1773603058,7500
1773603059,7660
1773603060,10724
1773603062,13440
1773603063,14320
1773603064,14344
1773603065,14352
1773603066,14368
1773603067,14376
1773603068,14388
1773603069,14396
1773603070,14404
1773603071,14416
1773603072,14420
1773603073,14420
1773603074,14432
1773603075,14448
1773603076,14456
1773603077,14456
1773603078,14476
1773603079,14476
1773603080,14480
1773603081,14480
1773603082,14484
1773603083,14500
1773603084,14504
1773603085,14504
1773603086,14504
1773603087,14504
1773603088,14504
1773603089,14504
1773603090,14504
1773603091,14504
1773603092,14508
1773603093,14508
1773603094,14508
1773603095,14508
1773603096,14508
1773603097,14508
1773603099,14508
1773603100,14516
1773603101,14516
1773603102,14516
1773603103,14516
1773603104,14516
1773603105,14516
1773603106,14516
1773603107,14520
1773603108,14520
1773603109,14524
1773603110,14524
1773603111,14524
1773603112,14524
1773603113,14524
1773603114,14524
1773603115,14524
1773603116,14524
1773603117,14524
1773603118,14524
1773603119,14524
1773603120,14524
1773603121,14524
1773603122,14524
1773603123,14528
1773603124,14528
1773603125,14528
1773603126,14528
1773603127,14528
1773603129,14528
1773603130,14528
1773603131,14528
1773603132,14528
1773603133,14528
1773603134,14528
1773603135,14528
1773603136,14528
1773603137,14528
1773603138,14532
1773603139,14540
1773603140,14540
1773603141,14540
1773603142,14540
1773603143,14540
1773603144,14540
1773603145,14540
1773603146,14540
1773603147,14540
1773603148,14540
1773603149,14540
1773603150,14540
1773603151,14540
1773603152,14540
1773603153,14540
1773603154,14540
1773603155,14540
1773603156,14540
1773603157,14540
1773603158,14540
1773603159,14540
1773603160,14540
1773603161,14540
1773603163,14540
1773603164,14540
1773603165,14540
1773603166,14540
1773603167,14540
1773603168,14540
1773603169,14540
1773603170,14540
1773603171,14540
1773603172,14540
1773603173,14540
1773603174,14540
1773603175,14540
1773603176,14540
1773603177,14540
1773603178,14540
1773603179,14540
1773603180,14548
