1773626989,5648
1773626990,8616
1773626991,8616
1773626992,42512
1773626993,82004
1773626994,84752
1773626995,85068
1773626996,85288
1773626997,85448
1773626998,86176
1773626999,87676
1773627000,88064
1773627001,90524
1773627002,88296
1773627004,89024
1773627005,87384
1773627006,88188
1773627007,88188
1773627008,89004
1773627009,88272
1773627010,88416
1773627011,88416
1773627012,88416
1773627013,88644
1773627014,88644
1773627016,87864
1773627017,88156
1773627018,89020
1773627019,88660
1773627020,89492
1773627021,87892
1773627022,88600
1773627023,88568
1773627025,88920
1773627026,88240
1773627027,89004
1773627028,89008
1773627029,89424
1773627030,89584
1773627031,89072
1773627032,89072
1773627033,89072
1773627034,89072
1773627036,89072
1773627037,89376
1773627038,89376
1773627039,88880
1773627040,89568
1773627041,89088
1773627042,89088
1773627043,88672
1773627045,88924
1773627046,88924
1773627047,89784
1773627048,89020
1773627049,89048
1773627050,89608
1773627051,88872
1773627053,88872
1773627054,89064
1773627055,88728
1773627056,88728
1773627057,88728
1773627058,89236
1773627059,89688
1773627060,88760
1773627062,89404
1773627063,88684
1773627064,89036
1773627065,89036
1773627066,89036
1773627067,89136
1773627068,88764
1773627069,88764
1773627070,88764
1773627072,89440
1773627073,89440
1773627074,89440
1773627075,90020
1773627076,90020
1773627077,90020
1773627078,90020
1773627079,90020
1773627081,89668
1773627082,89668
1773627083,89668
1773627084,89684
1773627085,89684
1773627086,89284
1773627087,89284
1773627088,89284
1773627090,89284
1773627091,89284
1773627092,89284
1773627093,88912
1773627094,88912
1773627095,89888
1773627096,89556
1773627097,88496
1773627098,88496
1773627099,89716
1773627101,89716
1773627102,89716
1773627103,89716
1773627104,89716
1773627105,91140
1773627106,91140
1773627108,91140
1773627109,91140
1773627110,91140
1773627111,91140
1773627112,42520
